store_id,product_id,city_name,company_name,branch_name,product_name,stock_hour6_22_cnt,day_1_forecast,day_1_alert,day_2_forecast,day_2_alert,day_3_forecast,day_3_alert,day_4_forecast,day_4_alert,day_5_forecast,day_5_alert,day_6_forecast,day_6_alert,day_7_forecast,day_7_alert
286,114,Bhopal,Company_286,Branch_286,Diary,0,6.31,UNDERSTOCK,3.73,UNDERSTOCK,5.2,UNDERSTOCK,7.65,UNDERSTOCK,12.88,UNDERSTOCK,18.29,UNDERSTOCK,32.32,UNDERSTOCK
120,535,Mumbai,Vishal,Branch 13,Product_535,5,3.76,OK,6.55,UNDERSTOCK,6.28,UNDERSTOCK,6.83,UNDERSTOCK,12.99,UNDERSTOCK,23.02,UNDERSTOCK,37.34,UNDERSTOCK
297,354,Lucknow,Company_297,Branch_297,Book (Extra2),3,5.56,UNDERSTOCK,9.88,UNDERSTOCK,8.21,UNDERSTOCK,9.21,UNDERSTOCK,18.96,UNDERSTOCK,32.95,UNDERSTOCK,64.48,UNDERSTOCK
734,76,Hyderabad,Company_734,Branch_734,File,0,8.21,UNDERSTOCK,7.35,UNDERSTOCK,6.71,UNDERSTOCK,13.41,UNDERSTOCK,18.37,UNDERSTOCK,32.6,UNDERSTOCK,53.59,UNDERSTOCK
381,428,Mumbai,Company_381,Branch_381,Doll (Extra2),0,4.04,UNDERSTOCK,8.54,UNDERSTOCK,8.8,UNDERSTOCK,11.9,UNDERSTOCK,16.05,UNDERSTOCK,30.14,UNDERSTOCK,63.85,UNDERSTOCK
864,143,Kolkata,Company_864,Branch_864,Baking Tray,6,3.94,OK,7.79,UNDERSTOCK,8.46,UNDERSTOCK,9.7,UNDERSTOCK,15.33,UNDERSTOCK,27.02,UNDERSTOCK,59.73,UNDERSTOCK
25,258,Mumbai,Reliance,Branch 2,Fork (Extra),0,4.14,UNDERSTOCK,6.66,UNDERSTOCK,8.32,UNDERSTOCK,10.94,UNDERSTOCK,19.57,UNDERSTOCK,33.04,UNDERSTOCK,67.68,UNDERSTOCK
40,112,Surat,MoreSuper,Branch 5,Magazine,0,9.95,UNDERSTOCK,21.42,UNDERSTOCK,32.69,UNDERSTOCK,56.04,UNDERSTOCK,69.0,UNDERSTOCK,66.21,UNDERSTOCK,66.21,UNDERSTOCK
735,831,Patna,Company_735,Branch_735,Product_831,1,3.77,UNDERSTOCK,6.53,UNDERSTOCK,10.29,UNDERSTOCK,11.58,UNDERSTOCK,21.71,UNDERSTOCK,36.12,UNDERSTOCK,46.36,UNDERSTOCK
45,45,Delhi,MoreSuper,Branch 10,Juice,1,11.73,UNDERSTOCK,11.54,UNDERSTOCK,14.98,UNDERSTOCK,23.49,UNDERSTOCK,60.12,UNDERSTOCK,77.01,UNDERSTOCK,74.98,UNDERSTOCK
896,422,Chandigarh,Company_896,Branch_896,Cat Food (Extra2),0,6.16,UNDERSTOCK,9.44,UNDERSTOCK,10.07,UNDERSTOCK,16.57,UNDERSTOCK,32.75,UNDERSTOCK,55.55,UNDERSTOCK,65.19,UNDERSTOCK
541,707,Pune,Company_541,Branch_541,Product_707,0,3.23,UNDERSTOCK,6.89,UNDERSTOCK,9.1,UNDERSTOCK,13.31,UNDERSTOCK,21.88,UNDERSTOCK,36.83,UNDERSTOCK,47.8,UNDERSTOCK
42,580,Delhi,MoreSuper,Branch 7,Product_580,5,10.15,UNDERSTOCK,14.93,UNDERSTOCK,18.33,UNDERSTOCK,41.22,UNDERSTOCK,60.73,UNDERSTOCK,69.14,UNDERSTOCK,66.94,UNDERSTOCK
32,73,Mumbai,Reliance,Branch 9,Stapler,4,2.95,OK,8.22,UNDERSTOCK,8.67,UNDERSTOCK,7.49,UNDERSTOCK,13.28,UNDERSTOCK,26.77,UNDERSTOCK,49.92,UNDERSTOCK
22,441,Chandigarh,Vishal,Branch 11,File (Extra3),0,8.15,UNDERSTOCK,8.23,UNDERSTOCK,3.91,UNDERSTOCK,3.19,UNDERSTOCK,7.74,UNDERSTOCK,12.47,UNDERSTOCK,22.23,UNDERSTOCK
77,441,Bhopal,StarBazaar,Branch 6,File (Extra3),0,9.8,UNDERSTOCK,9.39,UNDERSTOCK,10.59,UNDERSTOCK,16.96,UNDERSTOCK,30.19,UNDERSTOCK,61.46,UNDERSTOCK,69.32,UNDERSTOCK
499,387,Pune,Company_499,Branch_499,Tray (Extra2),7,3.21,OVERSTOCK,7.82,UNDERSTOCK,7.43,UNDERSTOCK,5.89,OK,8.06,UNDERSTOCK,14.99,UNDERSTOCK,26.24,UNDERSTOCK
22,343,Chandigarh,Vishal,Branch 11,Charger (Extra2),7,7.25,UNDERSTOCK,6.97,OK,11.08,UNDERSTOCK,16.56,UNDERSTOCK,30.67,UNDERSTOCK,53.64,UNDERSTOCK,64.51,UNDERSTOCK
633,596,Kanpur,Company_633,Branch_633,Product_596,7,4.22,OK,7.6,UNDERSTOCK,10.7,UNDERSTOCK,13.67,UNDERSTOCK,24.34,UNDERSTOCK,42.65,UNDERSTOCK,57.8,UNDERSTOCK
77,701,Bhopal,StarBazaar,Branch 6,Product_701,6,3.76,OK,8.64,UNDERSTOCK,8.14,UNDERSTOCK,8.16,UNDERSTOCK,12.11,UNDERSTOCK,24.62,UNDERSTOCK,59.67,UNDERSTOCK
40,50,Surat,MoreSuper,Branch 5,Cake,0,4.95,UNDERSTOCK,13.9,UNDERSTOCK,10.25,UNDERSTOCK,20.29,UNDERSTOCK,33.78,UNDERSTOCK,67.14,UNDERSTOCK,80.99,UNDERSTOCK
45,146,Delhi,MoreSuper,Branch 10,Mop,0,4.55,UNDERSTOCK,8.1,UNDERSTOCK,6.76,UNDERSTOCK,6.67,UNDERSTOCK,7.11,UNDERSTOCK,14.98,UNDERSTOCK,23.13,UNDERSTOCK
47,461,Delhi,MoreSuper,Branch 12,Product_461,4,4.36,UNDERSTOCK,7.88,UNDERSTOCK,7.59,UNDERSTOCK,8.55,UNDERSTOCK,18.82,UNDERSTOCK,34.58,UNDERSTOCK,46.04,UNDERSTOCK
97,81,Delhi,MoreSuper,Branch 14,Water Bottle,0,7.45,UNDERSTOCK,9.53,UNDERSTOCK,7.83,UNDERSTOCK,9.38,UNDERSTOCK,16.84,UNDERSTOCK,30.65,UNDERSTOCK,64.51,UNDERSTOCK
896,295,Chandigarh,Company_896,Branch_896,Baby Oil (Extra),0,5.78,UNDERSTOCK,11.25,UNDERSTOCK,8.51,UNDERSTOCK,16.14,UNDERSTOCK,31.01,UNDERSTOCK,50.73,UNDERSTOCK,63.83,UNDERSTOCK
381,269,Mumbai,Company_381,Branch_381,Broom (Extra),9,4.35,OVERSTOCK,9.35,UNDERSTOCK,8.37,OK,12.0,UNDERSTOCK,16.63,UNDERSTOCK,33.26,UNDERSTOCK,63.39,UNDERSTOCK
66,332,Mumbai,Spencer,Branch 7,Fan (Extra2),10,3.88,OVERSTOCK,6.98,OK,10.11,UNDERSTOCK,10.85,UNDERSTOCK,22.35,UNDERSTOCK,42.51,UNDERSTOCK,63.85,UNDERSTOCK
48,254,Delhi,BigBazaar,Branch 1,Bowl (Extra),16,2.65,OVERSTOCK,7.72,OVERSTOCK,8.2,OK,5.86,OVERSTOCK,8.04,OK,15.44,OK,26.52,UNDERSTOCK
54,210,Surat,BigBazaar,Branch 7,Fan (Extra),14,6.83,OVERSTOCK,13.34,OK,16.29,UNDERSTOCK,29.73,UNDERSTOCK,63.12,UNDERSTOCK,79.22,UNDERSTOCK,77.55,UNDERSTOCK
16,194,Hyderabad,Vishal,Branch 5,Eraser (Extra),9,4.04,OVERSTOCK,5.5,OK,7.55,OK,5.94,OK,11.78,UNDERSTOCK,21.71,UNDERSTOCK,42.77,UNDERSTOCK
4,672,Lucknow,Dmart,Branch 5,Product_672,0,3.36,UNDERSTOCK,6.27,UNDERSTOCK,6.79,UNDERSTOCK,11.13,UNDERSTOCK,15.53,UNDERSTOCK,29.35,UNDERSTOCK,52.63,UNDERSTOCK
76,525,Bhopal,StarBazaar,Branch 5,Product_525,0,3.27,UNDERSTOCK,6.41,UNDERSTOCK,6.33,UNDERSTOCK,6.42,UNDERSTOCK,13.84,UNDERSTOCK,25.05,UNDERSTOCK,39.79,UNDERSTOCK
3,223,Lucknow,Dmart,Branch 4,USB Cable (Extra),0,4.69,UNDERSTOCK,9.61,UNDERSTOCK,13.01,UNDERSTOCK,13.04,UNDERSTOCK,23.95,UNDERSTOCK,46.13,UNDERSTOCK,48.26,UNDERSTOCK
21,292,Chandigarh,Vishal,Branch 10,Soap (Extra2),0,7.89,UNDERSTOCK,8.85,UNDERSTOCK,11.6,UNDERSTOCK,19.86,UNDERSTOCK,31.65,UNDERSTOCK,48.11,UNDERSTOCK,59.25,UNDERSTOCK
25,535,Mumbai,Reliance,Branch 2,Product_535,0,5.96,UNDERSTOCK,10.0,UNDERSTOCK,9.95,UNDERSTOCK,14.38,UNDERSTOCK,33.6,UNDERSTOCK,48.56,UNDERSTOCK,56.85,UNDERSTOCK
427,94,Hyderabad,Company_427,Branch_427,Camera,0,1.97,UNDERSTOCK,6.19,UNDERSTOCK,6.45,UNDERSTOCK,5.75,UNDERSTOCK,6.97,UNDERSTOCK,8.49,UNDERSTOCK,18.27,UNDERSTOCK
69,467,Bhopal,Spencer,Branch 10,Product_467,0,4.65,UNDERSTOCK,8.32,UNDERSTOCK,11.11,UNDERSTOCK,14.04,UNDERSTOCK,28.04,UNDERSTOCK,43.21,UNDERSTOCK,49.87,UNDERSTOCK
743,804,Hyderabad,Company_743,Branch_743,Product_804,0,3.95,UNDERSTOCK,8.08,UNDERSTOCK,8.07,UNDERSTOCK,9.55,UNDERSTOCK,14.78,UNDERSTOCK,24.32,UNDERSTOCK,60.72,UNDERSTOCK
437,699,Patna,Company_437,Branch_437,Product_699,4,3.01,OK,6.51,UNDERSTOCK,7.85,UNDERSTOCK,9.69,UNDERSTOCK,15.04,UNDERSTOCK,28.24,UNDERSTOCK,40.12,UNDERSTOCK
457,749,Bhopal,Company_457,Branch_457,Product_749,0,4.54,UNDERSTOCK,7.5,UNDERSTOCK,7.95,UNDERSTOCK,8.9,UNDERSTOCK,14.76,UNDERSTOCK,24.37,UNDERSTOCK,51.62,UNDERSTOCK
73,102,Ahmedabad,StarBazaar,Branch 2,HDMI Cable,0,10.15,UNDERSTOCK,14.72,UNDERSTOCK,15.78,UNDERSTOCK,34.31,UNDERSTOCK,59.32,UNDERSTOCK,71.63,UNDERSTOCK,68.82,UNDERSTOCK
733,638,Hyderabad,Company_733,Branch_733,Product_638,0,2.24,UNDERSTOCK,6.96,UNDERSTOCK,8.1,UNDERSTOCK,9.9,UNDERSTOCK,14.82,UNDERSTOCK,26.18,UNDERSTOCK,47.05,UNDERSTOCK
457,386,Bhopal,Company_457,Branch_457,Baking Tray (Extra2),0,3.74,UNDERSTOCK,8.85,UNDERSTOCK,8.18,UNDERSTOCK,9.62,UNDERSTOCK,15.91,UNDERSTOCK,30.77,UNDERSTOCK,66.5,UNDERSTOCK
457,118,Bhopal,Company_457,Branch_457,Sofa,16,4.53,OVERSTOCK,8.31,OK,13.96,OK,13.56,OK,26.94,UNDERSTOCK,49.75,UNDERSTOCK,66.2,UNDERSTOCK
30,534,Mumbai,Reliance,Branch 7,Product_534,0,3.82,UNDERSTOCK,9.59,UNDERSTOCK,10.04,UNDERSTOCK,15.73,UNDERSTOCK,26.24,UNDERSTOCK,54.53,UNDERSTOCK,70.78,UNDERSTOCK
286,235,Bhopal,Company_286,Branch_286,Comic (Extra),0,4.73,UNDERSTOCK,7.45,UNDERSTOCK,6.92,UNDERSTOCK,10.29,UNDERSTOCK,18.98,UNDERSTOCK,32.84,UNDERSTOCK,57.26,UNDERSTOCK
101,699,Lucknow,MoreSuper,Branch 18,Product_699,0,5.93,UNDERSTOCK,9.9,UNDERSTOCK,12.64,UNDERSTOCK,20.84,UNDERSTOCK,40.0,UNDERSTOCK,60.01,UNDERSTOCK,73.45,UNDERSTOCK
133,835,Bhopal,Reliance,Branch 14,Product_835,0,4.06,UNDERSTOCK,10.38,UNDERSTOCK,8.25,UNDERSTOCK,10.89,UNDERSTOCK,16.72,UNDERSTOCK,30.42,UNDERSTOCK,56.17,UNDERSTOCK
136,50,Ahmedabad,Reliance,Branch 17,Cake,0,3.88,UNDERSTOCK,8.08,UNDERSTOCK,7.98,UNDERSTOCK,8.99,UNDERSTOCK,14.61,UNDERSTOCK,24.32,UNDERSTOCK,60.72,UNDERSTOCK
16,689,Hyderabad,Vishal,Branch 5,Product_689,0,3.46,UNDERSTOCK,7.17,UNDERSTOCK,8.69,UNDERSTOCK,9.72,UNDERSTOCK,15.44,UNDERSTOCK,24.77,UNDERSTOCK,52.83,UNDERSTOCK
28,393,Mumbai,Reliance,Branch 5,Shower Gel (Extra2),0,3.07,UNDERSTOCK,7.24,UNDERSTOCK,10.0,UNDERSTOCK,11.17,UNDERSTOCK,20.95,UNDERSTOCK,35.6,UNDERSTOCK,58.17,UNDERSTOCK
897,26,Chandigarh,Company_897,Branch_897,Cheese,0,3.17,UNDERSTOCK,8.75,UNDERSTOCK,8.73,UNDERSTOCK,11.92,UNDERSTOCK,21.63,UNDERSTOCK,40.36,UNDERSTOCK,66.45,UNDERSTOCK
17,715,Hyderabad,Vishal,Branch 6,Product_715,0,3.81,UNDERSTOCK,7.88,UNDERSTOCK,7.29,UNDERSTOCK,8.35,UNDERSTOCK,13.16,UNDERSTOCK,24.97,UNDERSTOCK,40.07,UNDERSTOCK
80,267,Bhopal,StarBazaar,Branch 9,Bucket (Extra),1,11.13,UNDERSTOCK,10.64,UNDERSTOCK,13.65,UNDERSTOCK,24.46,UNDERSTOCK,43.55,UNDERSTOCK,66.55,UNDERSTOCK,75.61,UNDERSTOCK
3,306,Lucknow,Dmart,Branch 4,Soft Toy (Extra),0,3.6,UNDERSTOCK,5.93,UNDERSTOCK,5.63,UNDERSTOCK,7.0,UNDERSTOCK,12.24,UNDERSTOCK,15.9,UNDERSTOCK,28.41,UNDERSTOCK
83,50,Ahmedabad,StarBazaar,Branch 12,Cake,0,3.31,UNDERSTOCK,7.9,UNDERSTOCK,7.5,UNDERSTOCK,8.06,UNDERSTOCK,9.24,UNDERSTOCK,19.05,UNDERSTOCK,34.36,UNDERSTOCK
354,55,Delhi,Company_354,Branch_354,Shampoo,0,8.36,UNDERSTOCK,9.46,UNDERSTOCK,8.29,UNDERSTOCK,10.41,UNDERSTOCK,20.56,UNDERSTOCK,38.76,UNDERSTOCK,65.0,UNDERSTOCK
26,64,Mumbai,Reliance,Branch 3,Sanitizer,5,3.74,OK,11.09,UNDERSTOCK,7.4,UNDERSTOCK,13.41,UNDERSTOCK,25.9,UNDERSTOCK,61.79,UNDERSTOCK,74.7,UNDERSTOCK
97,4,Delhi,MoreSuper,Branch 14,Grapes,0,8.77,UNDERSTOCK,8.73,UNDERSTOCK,7.16,UNDERSTOCK,7.83,UNDERSTOCK,15.04,UNDERSTOCK,22.76,UNDERSTOCK,61.56,UNDERSTOCK
23,740,Lucknow,Vishal,Branch 12,Product_740,0,4.08,UNDERSTOCK,6.63,UNDERSTOCK,9.02,UNDERSTOCK,12.83,UNDERSTOCK,21.91,UNDERSTOCK,37.31,UNDERSTOCK,49.28,UNDERSTOCK
863,426,Kolkata,Company_863,Branch_863,Toy Car (Extra2),0,3.23,UNDERSTOCK,7.94,UNDERSTOCK,7.5,UNDERSTOCK,8.06,UNDERSTOCK,9.24,UNDERSTOCK,19.05,UNDERSTOCK,34.36,UNDERSTOCK
54,73,Surat,BigBazaar,Branch 7,Stapler,11,8.44,OK,16.03,UNDERSTOCK,26.04,UNDERSTOCK,45.42,UNDERSTOCK,65.25,UNDERSTOCK,72.6,UNDERSTOCK,70.54,UNDERSTOCK
23,127,Lucknow,Vishal,Branch 12,Wall Art,0,6.31,UNDERSTOCK,8.08,UNDERSTOCK,9.81,UNDERSTOCK,11.26,UNDERSTOCK,19.85,UNDERSTOCK,36.77,UNDERSTOCK,54.56,UNDERSTOCK
45,573,Delhi,MoreSuper,Branch 10,Product_573,0,7.03,UNDERSTOCK,8.78,UNDERSTOCK,9.9,UNDERSTOCK,11.12,UNDERSTOCK,22.81,UNDERSTOCK,34.48,UNDERSTOCK,56.64,UNDERSTOCK
886,291,Chandigarh,Company_886,Branch_886,Dental Floss (Extra),6,3.17,OK,8.06,UNDERSTOCK,7.74,UNDERSTOCK,6.99,UNDERSTOCK,8.74,UNDERSTOCK,17.47,UNDERSTOCK,31.88,UNDERSTOCK
23,144,Lucknow,Vishal,Branch 12,Tray,0,11.33,UNDERSTOCK,9.91,UNDERSTOCK,13.4,UNDERSTOCK,21.22,UNDERSTOCK,35.57,UNDERSTOCK,64.82,UNDERSTOCK,82.77,UNDERSTOCK
886,144,Chandigarh,Company_886,Branch_886,Tray,2,11.78,UNDERSTOCK,10.82,UNDERSTOCK,14.73,UNDERSTOCK,24.4,UNDERSTOCK,56.49,UNDERSTOCK,71.19,UNDERSTOCK,69.54,UNDERSTOCK
47,221,Delhi,MoreSuper,Branch 12,Charger (Extra),0,3.95,UNDERSTOCK,6.75,UNDERSTOCK,7.76,UNDERSTOCK,9.02,UNDERSTOCK,15.36,UNDERSTOCK,26.84,UNDERSTOCK,64.43,UNDERSTOCK
43,350,Delhi,MoreSuper,Branch 8,Scanner (Extra2),1,3.3,UNDERSTOCK,8.04,UNDERSTOCK,7.8,UNDERSTOCK,8.01,UNDERSTOCK,9.04,UNDERSTOCK,19.5,UNDERSTOCK,34.01,UNDERSTOCK
54,195,Surat,BigBazaar,Branch 7,Rubber Band (Extra),5,2.74,OK,11.21,UNDERSTOCK,11.6,UNDERSTOCK,15.46,UNDERSTOCK,28.35,UNDERSTOCK,51.68,UNDERSTOCK,65.84,UNDERSTOCK
896,468,Chandigarh,Company_896,Branch_896,Product_468,0,3.59,UNDERSTOCK,9.41,UNDERSTOCK,10.37,UNDERSTOCK,14.5,UNDERSTOCK,25.12,UNDERSTOCK,55.24,UNDERSTOCK,70.61,UNDERSTOCK
43,4,Delhi,MoreSuper,Branch 8,Grapes,0,14.65,UNDERSTOCK,10.2,UNDERSTOCK,14.81,UNDERSTOCK,31.52,UNDERSTOCK,60.94,UNDERSTOCK,84.89,UNDERSTOCK,82.48,UNDERSTOCK
66,579,Mumbai,Spencer,Branch 7,Product_579,1,3.78,UNDERSTOCK,8.19,UNDERSTOCK,10.73,UNDERSTOCK,13.9,UNDERSTOCK,26.84,UNDERSTOCK,63.37,UNDERSTOCK,78.14,UNDERSTOCK
859,45,Ahmedabad,Company_859,Branch_859,Juice,1,4.42,UNDERSTOCK,10.54,UNDERSTOCK,8.66,UNDERSTOCK,11.59,UNDERSTOCK,18.73,UNDERSTOCK,36.15,UNDERSTOCK,60.83,UNDERSTOCK
50,600,Hyderabad,BigBazaar,Branch 3,Product_600,5,4.63,OK,9.13,UNDERSTOCK,13.25,UNDERSTOCK,20.61,UNDERSTOCK,40.95,UNDERSTOCK,51.6,UNDERSTOCK,58.04,UNDERSTOCK
22,70,Chandigarh,Vishal,Branch 11,Marker,0,14.83,UNDERSTOCK,8.2,UNDERSTOCK,15.93,UNDERSTOCK,30.79,UNDERSTOCK,56.77,UNDERSTOCK,80.9,UNDERSTOCK,78.82,UNDERSTOCK
45,73,Delhi,MoreSuper,Branch 10,Stapler,4,5.39,UNDERSTOCK,8.99,UNDERSTOCK,7.84,UNDERSTOCK,11.99,UNDERSTOCK,17.09,UNDERSTOCK,30.58,UNDERSTOCK,52.04,UNDERSTOCK
68,559,Bhopal,Spencer,Branch 9,Product_559,0,4.02,UNDERSTOCK,8.98,UNDERSTOCK,11.23,UNDERSTOCK,15.43,UNDERSTOCK,26.67,UNDERSTOCK,61.57,UNDERSTOCK,76.92,UNDERSTOCK
42,284,Delhi,MoreSuper,Branch 7,Conditioner (Extra2),8,3.14,OVERSTOCK,7.1,OK,11.21,UNDERSTOCK,15.79,UNDERSTOCK,26.6,UNDERSTOCK,65.36,UNDERSTOCK,84.92,UNDERSTOCK
48,678,Delhi,BigBazaar,Branch 1,Product_678,5,4.43,OK,10.76,UNDERSTOCK,8.11,UNDERSTOCK,10.48,UNDERSTOCK,17.0,UNDERSTOCK,32.63,UNDERSTOCK,56.83,UNDERSTOCK
859,535,Ahmedabad,Company_859,Branch_859,Product_535,1,3.74,UNDERSTOCK,7.45,UNDERSTOCK,8.22,UNDERSTOCK,9.55,UNDERSTOCK,21.08,UNDERSTOCK,34.57,UNDERSTOCK,54.86,UNDERSTOCK
65,346,Mumbai,Spencer,Branch 6,Mouse (Extra2),0,3.7,UNDERSTOCK,11.01,UNDERSTOCK,8.19,UNDERSTOCK,10.89,UNDERSTOCK,16.72,UNDERSTOCK,30.42,UNDERSTOCK,56.17,UNDERSTOCK
101,26,Lucknow,MoreSuper,Branch 18,Cheese,9,3.13,OVERSTOCK,7.54,OK,7.91,OK,8.56,OK,12.89,UNDERSTOCK,25.24,UNDERSTOCK,59.97,UNDERSTOCK
43,534,Delhi,MoreSuper,Branch 8,Product_534,0,3.26,UNDERSTOCK,7.68,UNDERSTOCK,7.64,UNDERSTOCK,7.62,UNDERSTOCK,9.43,UNDERSTOCK,18.71,UNDERSTOCK,31.86,UNDERSTOCK
3,715,Lucknow,Dmart,Branch 4,Product_715,0,3.7,UNDERSTOCK,5.67,UNDERSTOCK,7.88,UNDERSTOCK,10.43,UNDERSTOCK,13.06,UNDERSTOCK,26.1,UNDERSTOCK,42.37,UNDERSTOCK
16,467,Hyderabad,Vishal,Branch 5,Product_467,0,6.23,UNDERSTOCK,5.59,UNDERSTOCK,5.58,UNDERSTOCK,5.31,UNDERSTOCK,12.33,UNDERSTOCK,22.63,UNDERSTOCK,36.77,UNDERSTOCK
6,650,Hyderabad,Dmart,Branch 7,Product_650,0,3.73,UNDERSTOCK,4.69,UNDERSTOCK,3.8,UNDERSTOCK,5.09,UNDERSTOCK,10.24,UNDERSTOCK,13.33,UNDERSTOCK,26.91,UNDERSTOCK
123,599,Mumbai,Vishal,Branch 16,Product_599,0,3.47,UNDERSTOCK,8.8,UNDERSTOCK,9.72,UNDERSTOCK,14.54,UNDERSTOCK,25.27,UNDERSTOCK,49.07,UNDERSTOCK,53.02,UNDERSTOCK
102,115,Lucknow,MoreSuper,Branch 19,Calendar,0,2.38,UNDERSTOCK,6.74,UNDERSTOCK,7.98,UNDERSTOCK,6.16,UNDERSTOCK,11.31,UNDERSTOCK,18.31,UNDERSTOCK,31.27,UNDERSTOCK
28,69,Mumbai,Reliance,Branch 5,Pencil,0,3.87,UNDERSTOCK,9.47,UNDERSTOCK,11.22,UNDERSTOCK,14.46,UNDERSTOCK,27.29,UNDERSTOCK,63.2,UNDERSTOCK,76.04,UNDERSTOCK
23,452,Lucknow,Vishal,Branch 12,Iron (Extra3),0,3.31,UNDERSTOCK,10.35,UNDERSTOCK,6.47,UNDERSTOCK,9.73,UNDERSTOCK,18.27,UNDERSTOCK,32.04,UNDERSTOCK,66.62,UNDERSTOCK
4,14,Lucknow,Dmart,Branch 5,Cabbage,0,3.31,UNDERSTOCK,4.71,UNDERSTOCK,4.88,UNDERSTOCK,4.0,UNDERSTOCK,4.0,UNDERSTOCK,2.82,UNDERSTOCK,5.08,UNDERSTOCK
102,291,Lucknow,MoreSuper,Branch 19,Dental Floss (Extra),3,9.21,UNDERSTOCK,8.63,UNDERSTOCK,10.05,UNDERSTOCK,16.35,UNDERSTOCK,32.06,UNDERSTOCK,52.16,UNDERSTOCK,67.28,UNDERSTOCK
42,394,Delhi,MoreSuper,Branch 7,Face Wash (Extra2),1,4.45,UNDERSTOCK,9.22,UNDERSTOCK,11.35,UNDERSTOCK,15.41,UNDERSTOCK,28.82,UNDERSTOCK,64.29,UNDERSTOCK,84.17,UNDERSTOCK
73,447,Ahmedabad,StarBazaar,Branch 2,Lunch Box (Extra3),0,3.34,UNDERSTOCK,7.45,UNDERSTOCK,11.01,UNDERSTOCK,15.2,UNDERSTOCK,26.38,UNDERSTOCK,55.31,UNDERSTOCK,68.25,UNDERSTOCK
75,48,Ahmedabad,StarBazaar,Branch 4,Biscuit,0,3.68,UNDERSTOCK,8.29,UNDERSTOCK,10.46,UNDERSTOCK,14.19,UNDERSTOCK,25.12,UNDERSTOCK,63.19,UNDERSTOCK,76.62,UNDERSTOCK
75,570,Ahmedabad,StarBazaar,Branch 4,Product_570,0,3.43,UNDERSTOCK,7.28,UNDERSTOCK,10.15,UNDERSTOCK,11.76,UNDERSTOCK,20.84,UNDERSTOCK,36.08,UNDERSTOCK,57.68,UNDERSTOCK
21,314,Chandigarh,Vishal,Branch 10,Pencil (Extra2),9,6.75,OK,9.51,UNDERSTOCK,6.0,OK,10.88,UNDERSTOCK,19.6,UNDERSTOCK,35.33,UNDERSTOCK,55.16,UNDERSTOCK
69,597,Bhopal,Spencer,Branch 10,Product_597,4,5.57,UNDERSTOCK,10.98,UNDERSTOCK,7.74,UNDERSTOCK,10.52,UNDERSTOCK,17.95,UNDERSTOCK,31.59,UNDERSTOCK,59.11,UNDERSTOCK
40,725,Surat,MoreSuper,Branch 5,Product_725,3,6.6,UNDERSTOCK,11.42,UNDERSTOCK,16.17,UNDERSTOCK,28.21,UNDERSTOCK,65.4,UNDERSTOCK,86.08,UNDERSTOCK,84.6,UNDERSTOCK
21,554,Chandigarh,Vishal,Branch 10,Product_554,0,3.8,UNDERSTOCK,4.81,UNDERSTOCK,9.39,UNDERSTOCK,16.77,UNDERSTOCK,26.16,UNDERSTOCK,40.49,UNDERSTOCK,47.55,UNDERSTOCK
25,69,Mumbai,Reliance,Branch 2,Pencil,3,4.35,UNDERSTOCK,11.95,UNDERSTOCK,10.73,UNDERSTOCK,16.02,UNDERSTOCK,38.28,UNDERSTOCK,64.94,UNDERSTOCK,74.02,UNDERSTOCK
66,531,Mumbai,Spencer,Branch 7,Product_531,8,3.35,OVERSTOCK,6.26,OK,6.58,OK,6.55,OK,14.41,UNDERSTOCK,23.54,UNDERSTOCK,40.94,UNDERSTOCK
23,635,Lucknow,Vishal,Branch 12,Product_635,0,3.16,UNDERSTOCK,8.39,UNDERSTOCK,10.81,UNDERSTOCK,12.36,UNDERSTOCK,20.55,UNDERSTOCK,38.21,UNDERSTOCK,54.62,UNDERSTOCK
22,631,Chandigarh,Vishal,Branch 11,Product_631,4,3.78,OK,7.37,UNDERSTOCK,9.46,UNDERSTOCK,10.74,UNDERSTOCK,19.69,UNDERSTOCK,30.2,UNDERSTOCK,48.28,UNDERSTOCK
50,634,Hyderabad,BigBazaar,Branch 3,Product_634,6,3.16,OK,6.82,UNDERSTOCK,10.84,UNDERSTOCK,12.06,UNDERSTOCK,23.3,UNDERSTOCK,44.78,UNDERSTOCK,56.49,UNDERSTOCK
26,449,Mumbai,Reliance,Branch 3,Blender (Extra3),0,3.46,UNDERSTOCK,7.88,UNDERSTOCK,8.95,UNDERSTOCK,11.82,UNDERSTOCK,20.22,UNDERSTOCK,40.22,UNDERSTOCK,67.92,UNDERSTOCK
42,678,Delhi,MoreSuper,Branch 7,Product_678,0,3.82,UNDERSTOCK,8.6,UNDERSTOCK,9.88,UNDERSTOCK,15.16,UNDERSTOCK,26.58,UNDERSTOCK,63.29,UNDERSTOCK,82.98,UNDERSTOCK
42,535,Delhi,MoreSuper,Branch 7,Product_535,9,4.0,OVERSTOCK,4.93,OK,6.78,OK,7.28,OK,13.61,UNDERSTOCK,25.89,UNDERSTOCK,44.99,UNDERSTOCK
43,83,Delhi,MoreSuper,Branch 8,Juicer,0,4.17,UNDERSTOCK,8.66,UNDERSTOCK,9.83,UNDERSTOCK,11.26,UNDERSTOCK,17.39,UNDERSTOCK,32.39,UNDERSTOCK,67.16,UNDERSTOCK
